,chr,start,end,strand_1,five_prime,three_prime,clusterID_5p,clusterID_3p,start_match,end_match,start_diff,end_diff,fivep_diff,threep_diff,strand,verdict,gene,ensemblID,transcripts,constitutive.score,numTags,tags,relStart,relEnd,relStartTag,relEndTag,relStartTagClass,relEndTagClass,relStartTagAlt,relEndTagAlt,startClass,endClass,startDistance,endDistance,numTags_skipping,tags_skipping,curTag_skipping,relStartExon_skipping,relEndExon_skipping
2959,chr21,38423561,38445403,-,38445403,38423561,clu_1479,clu_1526,38423561,38445403,0,0,0,0,-,annotated,ERG,ENSG00000160294.11,ENST00000288319.12+ENST00000398905.5+ENST00000398907.5+ENST00000398910.5+ENST00000398911.5+ENST00000398919.6+ENST00000417133.6+ENST00000429727.6+ENST00000442448.5,1.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,2.0,2.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,2.0,2.0
3022,chr21,38403709,38423409,-,38423409,38403709,clu_1477,clu_1525,38403709,38423409,0,0,0,0,-,annotated,ERG,ENSG00000205758.12,ENST00000288319.12+ENST00000398897.5+ENST00000398905.5+ENST00000398907.5+ENST00000398910.5+ENST00000398911.5+ENST00000398919.6+ENST00000417133.6+ENST00000429727.6+ENST00000442448.5+ENST00000453032.6,1.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,3.0,3.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,3.0,3.0
3063,chr21,38472080,38474026,-,38474026,38472080,clu_1484,clu_1530,38445621,38498362,26459,-24336,24336,-26459,-,cryptic_unanchored,ERG,ENSG00000155307.18,,1.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,1.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,not_main_3_prime,not_main_5_prime,26459.0,-24336.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,1.0
3075,chr21,38383923,38387102,-,38387102,38383923,clu_1468,clu_1512,38383923,38390994,0,-3892,3892,0,-,cryptic_fiveprime,ERG,ENSG00000183421.12,.,,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,9.0,9.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,not_main_5_prime,0.0,-3892.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,9.0,9.0
3076,chr21,38446208,38498362,-,38498362,38446208,clu_1485,clu_1528,38445621,38498362,587,0,0,-587,-,cryptic_threeprime,ERG,ENSG00000157617.17,.,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,1.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,not_main_3_prime,main,587.0,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,1.0
3158,chr21,38400645,38402556,-,38402556,38400645,clu_1473,clu_1520,38400645,38402556,0,0,0,0,-,annotated,ERG,ENSG00000159267.14,ENST00000288319.12+ENST00000398907.5+ENST00000398910.5+ENST00000398919.6+ENST00000417133.6+ENST00000429727.6+ENST00000453032.6,0.64,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,5.0,5.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,5.0,5.0
3293,chr21,38445621,38474026,-,38474026,38445621,clu_1484,clu_1527,38445621,38498362,0,-24336,24336,0,-,cryptic_fiveprime,ERG,ENSG00000159131.17,.,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,1.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,not_main_5_prime,0.0,-24336.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,1.0
3316,chr21,38474121,38498362,-,38498362,38474121,clu_1485,clu_1531,38445621,38498362,28500,0,0,-28500,-,cryptic_threeprime,ERG,ENSG00000205581.11,.,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,1.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,not_main_3_prime,main,28500.0,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,1.0
3342,chr21,38383265,38423409,-,38423409,38383265,clu_1477,clu_1510,38383923,38423409,-658,0,0,658,-,cryptic_threeprime,ERG,ENSG00000205758.12,.,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,9.0,3.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,not_main_3_prime,main,-658.0,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,9.0,3.0
3525,chr21,38383923,38390994,-,38390994,38383923,clu_1469,clu_1512,38383923,38390994,0,0,0,0,-,annotated,ERG,ENSG00000157554.19,ENST00000288319.12+ENST00000398897.5+ENST00000398905.5+ENST00000398907.5+ENST00000398910.5+ENST00000398911.5+ENST00000398919.6+ENST00000417133.6+ENST00000442448.5+ENST00000453032.6,1.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,9.0,9.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,9.0,9.0
3612,chr21,38392444,38400573,-,38400573,38392444,clu_1472,clu_1516,38392444,38400573,0,0,0,0,-,annotated,ERG,ENSG00000160255.18,ENST00000288319.12+ENST00000398919.6+ENST00000417133.6+ENST00000453032.6,1.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,6.0,6.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,6.0,6.0
3705,chr21,38445621,38446132,-,38446132,38445621,clu_1480,clu_1527,38445621,38445403,0,729,-729,0,-,cryptic_fiveprime,ERG,.,.,,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,2.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,not_main_5_prime,0.0,729.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,2.0
3725,chr21,38448195,38498362,-,38498362,38448195,clu_1485,clu_1529,38445621,38498362,2574,0,0,-2574,-,cryptic_threeprime,ERG,ENSG00000205581.11,.,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,1.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,not_main_3_prime,main,2574.0,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,1.0
3753,chr21,38395580,38402556,-,38402556,38395580,clu_1473,clu_1519,38392444,38402556,3136,0,0,-3136,-,cryptic_threeprime,ERG,ENSG00000159082.17,.,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,6.0,5.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,not_main_3_prime,main,3136.0,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,6.0,5.0
3843,chr21,38445621,38448592,-,38448592,38445621,clu_1482,clu_1527,38445621,38445403,0,3189,-3189,0,-,cryptic_fiveprime,ERG,.,.,,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,2.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,not_main_5_prime,0.0,3189.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,2.0
3854,chr21,38391715,38392375,-,38392375,38391715,clu_1471,clu_1515,38391715,38392375,0,0,0,0,-,annotated,ERG,.,ENST00000288319.12+ENST00000398897.5+ENST00000398905.5+ENST00000398911.5+ENST00000398919.6+ENST00000417133.6+ENST00000442448.5+ENST00000453032.6,1.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,7.0,7.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,7.0,7.0
3875,chr21,38445621,38498362,-,38498362,38445621,clu_1485,clu_1527,38445621,38498362,0,0,0,0,-,annotated,ERG,ENSG00000275464.4,ENST00000288319.12+ENST00000398905.5+ENST00000398907.5,0.75,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,1.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,1.0
3965,chr21,38392444,38402556,-,38402556,38392444,clu_1473,clu_1516,38392444,38402556,0,0,0,0,-,annotated,ERG,ENSG00000160285.15,ENST00000288319.12+ENST00000398897.5+ENST00000398905.5+ENST00000398911.5+ENST00000398919.6+ENST00000417133.6+ENST00000442448.5+ENST00000453032.6,0.73,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,6.0,5.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,6.0,5.0
4043,chr21,38445621,38448037,-,38448037,38445621,clu_1481,clu_1527,38445621,38445403,0,2634,-2634,0,-,cryptic_fiveprime,ERG,.,.,,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,2.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,not_main_5_prime,0.0,2634.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,1.0,2.0
4073,chr21,38391042,38391658,-,38391658,38391042,clu_1470,clu_1514,38391042,38391658,0,0,0,0,-,annotated,ERG,.,ENST00000288319.12+ENST00000398897.5+ENST00000398905.5+ENST00000398907.5+ENST00000398910.5+ENST00000398911.5+ENST00000398919.6+ENST00000417133.6+ENST00000442448.5+ENST00000453032.6,1.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,8.0,8.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,8.0,8.0
4160,chr21,38391042,38423409,-,38423409,38391042,clu_1477,clu_1514,38391042,38423409,0,0,0,0,-,novel annotated pair,ERG,ENSG00000205758.12,ENST00000288319.12+ENST00000398897.5+ENST00000398905.5+ENST00000398907.5+ENST00000398910.5+ENST00000398911.5+ENST00000398919.6+ENST00000417133.6+ENST00000442448.5+ENST00000453032.6,0.91,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,8.0,3.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,8.0,3.0
4266,chr21,38395570,38400573,-,38400573,38395570,clu_1472,clu_1518,38392444,38400573,3126,0,0,-3126,-,cryptic_threeprime,ERG,ENSG00000160294.11,.,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,6.0,6.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,not_main_3_prime,main,3126.0,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,6.0,6.0
4361,chr21,38395570,38402556,-,38402556,38395570,clu_1473,clu_1518,38392444,38402556,3126,0,0,-3126,-,cryptic_threeprime,ERG,ENSG00000160255.18,.,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,6.0,5.0,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,not_main_3_prime,main,3126.0,0.0,1,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,CAGE_supported_TSS|basic|MANE_Select|appris_principal_3|CCDS,6.0,5.0
2161,chr21,42376683,42380112,-,42380112,42376683,clu_1849,clu_1879,42376683,42380116,0,-4,4,0,-,cryptic_fiveprime,TMPRSS3,ENSG00000160255.18,.,,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,10.0,10.0,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,not_main_3_prime,not_main_5_prime,-3.0,-4.0,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,10.0,10.0
2166,chr21,42375868,42376540,-,42376540,42375868,clu_1848,clu_1878,42375868,42376540,0,0,0,0,-,annotated,TMPRSS3,ENSG00000160201.11,ENST00000398405.5+ENST00000433957.7+ENST00000644384.1+ENST00000652415.1,1.0,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,11.0,11.0,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,11.0,11.0
2358,chr21,42382234,42383969,-,42383969,42382234,clu_1852,clu_1881,42382234,42383969,0,0,0,0,-,novel annotated pair,TMPRSS3,ENSG00000183527.11,ENST00000398397.3+ENST00000398405.5+ENST00000433957.7+ENST00000644384.1+ENST00000652415.1,1.0,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,8.0,7.0,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,8.0,7.0
2438,chr21,42380212,42382064,-,42382064,42380212,clu_1850,clu_1880,42380212,42382064,0,0,0,0,-,annotated,TMPRSS3,ENSG00000159147.18,ENST00000398405.5+ENST00000433957.7+ENST00000644384.1+ENST00000652415.1,1.0,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,9.0,9.0,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,9.0,9.0
2772,chr21,42385534,42388402,-,42388402,42385534,clu_1855,clu_1884,42385534,42388402,0,0,0,0,-,annotated,TMPRSS3,ENSG00000159086.15,ENST00000398397.3+ENST00000398405.5+ENST00000433957.7+ENST00000644384.1+ENST00000652415.1,1.0,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,5.0,5.0,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,5.0,5.0
3738,chr21,42388494,42388928,-,42388928,42388494,clu_1856,clu_1885,42388526,42388928,-32,0,0,32,-,cryptic_threeprime,TMPRSS3,.,.,,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,4.0,4.0,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,not_main_3_prime,main,-32.0,0.0,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,4.0,4.0
3930,chr21,42384013,42385408,-,42385408,42384013,clu_1854,clu_1883,42384013,42385408,0,0,0,0,-,annotated,TMPRSS3,.,ENST00000398397.3+ENST00000398405.5+ENST00000433957.7+ENST00000644384.1+ENST00000652415.1,1.0,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,6.0,6.0,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,6.0,6.0
4157,chr21,42372779,42375715,-,42375715,42372779,clu_1847,clu_1877,42372779,42375715,0,0,0,0,-,annotated,TMPRSS3,.,ENST00000398405.5+ENST00000433957.7+ENST00000644384.1+ENST00000652415.1,1.0,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,12.0,12.0,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,12.0,12.0
4360,chr21,42382234,42383032,-,42383032,42382234,clu_1851,clu_1881,42382234,42383032,0,0,0,0,-,annotated,TMPRSS3,.,ENST00000398397.3+ENST00000398405.5+ENST00000433957.7+ENST00000644384.1+ENST00000652415.1,1.0,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,8.0,8.0,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,CAGE_supported_TSS|basic|appris_principal_3|CCDS,CAGE_supported_TSS|basic|appris_principal_3|CCDS,8.0,8.0
2224,chr21,26840061,26840275,-,26840275,26840061,clu_320,clu_331,26840061,26840275,0,0,0,0,-,annotated,ADAMTS1,ENSG00000154719.13,ENST00000284984.8,1.0,1,basic|MANE_Select|appris_principal_1|CCDS,5.0,5.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,5.0,5.0
2631,chr21,26838614,26839644,-,26839644,26838614,clu_318,clu_329,26838614,26839586,0,58,-58,0,-,cryptic_fiveprime,ADAMTS1,ENSG00000185808.13,.,,1,basic|MANE_Select|appris_principal_1|CCDS,7.0,7.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,58.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,7.0,7.0
2748,chr21,26838278,26839586,-,26839586,26838278,clu_317,clu_328,26838278,26839586,0,0,0,0,-,novel annotated pair,ADAMTS1,ENSG00000157538.14,ENST00000284984.8,1.0,1,basic|MANE_Select|appris_principal_1|CCDS,8.0,7.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,8.0,7.0
2797,chr21,26839762,26839874,-,26839874,26839762,clu_319,clu_330,26839762,26839874,0,0,0,0,-,annotated,ADAMTS1,ENSG00000155304.6,ENST00000284984.8,1.0,1,basic|MANE_Select|appris_principal_1|CCDS,6.0,6.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,6.0,6.0
2878,chr21,26842685,26843741,-,26843741,26842685,clu_324,clu_335,26842685,26844224,0,-483,483,0,-,cryptic_fiveprime,ADAMTS1,ENSG00000159131.17,.,,1,basic|MANE_Select|appris_principal_1|CCDS,1.0,1.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,-483.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,1.0,1.0
2898,chr21,26838278,26838438,-,26838438,26838278,clu_316,clu_328,26838278,26838438,0,0,0,0,-,annotated,ADAMTS1,ENSG00000205758.12,ENST00000284984.8,1.0,1,basic|MANE_Select|appris_principal_1|CCDS,8.0,8.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,8.0,8.0
3543,chr21,26840562,26840997,-,26840997,26840562,clu_321,clu_332,26840562,26840997,0,0,0,0,-,annotated,ADAMTS1,.,ENST00000284984.8,1.0,1,basic|MANE_Select|appris_principal_1|CCDS,4.0,4.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,4.0,4.0
4413,chr21,26841165,26841857,-,26841857,26841165,clu_322,clu_333,26841165,26841857,0,0,0,0,-,annotated,ADAMTS1,.,ENST00000284984.8,1.0,1,basic|MANE_Select|appris_principal_1|CCDS,3.0,3.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,3.0,3.0
4426,chr21,26841990,26842338,-,26842338,26841990,clu_323,clu_334,26841990,26842338,0,0,0,0,-,annotated,ADAMTS1,.,ENST00000284984.8,1.0,1,basic|MANE_Select|appris_principal_1|CCDS,2.0,2.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,2.0,2.0
4483,chr21,26838614,26839586,-,26839586,26838614,clu_317,clu_329,26838614,26839586,0,0,0,0,-,annotated,ADAMTS1,ENSG00000155307.18,ENST00000284984.8,1.0,1,basic|MANE_Select|appris_principal_1|CCDS,7.0,7.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,7.0,7.0
2059,chr21,15405929,15413027,-,15413027,15405929,clu_88,clu_95,15405929,15405879,0,7148,-7148,0,-,cryptic_fiveprime,AJ009632.2,ENSG00000183527.11,.,,0,,,,,,,,,,,,,,0,,,,
2064,chr21,15390618,15394472,-,15394472,15390618,clu_72,clu_79,15390618,15394472,0,0,0,0,-,annotated,AJ009632.2,ENSG00000205581.11,ENST00000449602.2+ENST00000635225.1+ENST00000658863.1,1.0,0,,,,,,,,,,,,,,0,,,,
2076,chr21,15370780,15383028,-,15383028,15370780,clu_66,clu_73,15370911,15383028,-131,0,0,131,-,cryptic_threeprime,AJ009632.2,ENSG00000205581.11,.,0.0,0,,,,,,,,,,,,,,0,,,,
2088,chr21,15403809,15405236,-,15405236,15403809,clu_82,clu_89,15405764,15405574,-1955,-338,338,1955,-,cryptic_unanchored,AJ009632.2,ENSG00000154719.13,,1.0,0,,,,,,,,,,,,,,0,,,,
