"chr" "start" "end" "strand" "five_prime" "three_prime" "five_prime_ID" "three_prime_ID" "intron_junction" "obs.wt" "obs.mut" "total.reads.per.junction" "pvalue" "five.log.odds.ratio" "five.mut.cluster.cov" "five.wt.cluster.cov" "strand_1" "clusterID_5p" "clusterID_3p" "start_match" "end_match" "start_diff" "end_diff" "fivep_diff" "threep_diff" "verdict" "gene" "ensemblID" "transcripts" "constitutive.score" "numTags" "tags" "relStart" "relEnd" "relStartTag" "relEndTag" "relStartTagClass" "relEndTagClass" "relStartTagAlt" "relEndTagAlt" "startClass" "endClass" "startDistance" "endDistance" "numTags_skipping" "tags_skipping" "curTag_skipping" "relStartExon_skipping" "relEndExon_skipping" "fivep_class" "threep_class" "fivep_distance" "threep_distance" "wt.psi" "mut.psi" "dPSI"
"232" "chr21" 43688240 43690287 "+" 43688240 43690287 "clu_2078" "clu_2111" "chr21:43688240:43690287:+" 2 12 14 NA 0.182321556793955 17 3 "+" "clu_2078" "clu_2111" 43688240 43690287 0 0 0 0 "annotated" "RRP1B" "ENSG00000182093.16" "ENST00000340648.6" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 13 13 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 13 13 "main" "main" 0 0 66.6666666666667 70.5882352941177 3.92156862745099
"233" "chr21" 42897047 42903181 "+" 42897047 42903181 "clu_1972" "clu_1992" "chr21:42897047:42903181:+" 39 488 527 0.996360036399636 0.0418471099355003 500 40 "+" "clu_1972" "clu_1992" 42897047 42903181 0 0 0 0 "annotated" "NDUFV3" "ENSG00000159140.20" "ENST00000354250.7" 0.5 1 "basic|appris_principal_1|CCDS" 2 2 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 -5682 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 2 2 "main" "not_main_3_prime" 0 -5682 97.5 97.6 0.0999999999999943
"234" "chr21" 43795250 43797421 "+" 43795250 43797421 "clu_2128" "clu_2149" "chr21:43795250:43797421:+" 51 948 999 0.64230357696423 -Inf 955 51 "+" "clu_2128" "clu_2149" 43795250 43797421 0 0 0 0 "annotated" "RRP1" "ENSG00000243927.6" "ENST00000497547.1" 1 1 "basic|appris_principal_1|CCDS" 5 5 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 5 5 "main" "main" 0 0 100 99.2670157068063 -0.732984293193724
"235" "chr21" 42413523 42416441 "+" 42413523 42416441 "clu_1862" "clu_1891" "chr21:42413523:42416441:+" 0 16 16 NA Inf 147 5 "+" "clu_1862" "clu_1891" 42413523 42416441 0 0 0 0 "annotated" "UBASH3A" "ENSG00000182362.14" "ENST00000319294.11" 1 1 "basic|appris_principal_1|CCDS" 4 4 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_5_prime" "main" 301 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 4 4 "not_main_5_prime" "main" 301 0 0 10.8843537414966 10.8843537414966
"236" "chr21" 43793404 43797421 "+" 43793404 43797421 "clu_2127" "clu_2149" "chr21:43793404:43797421:+" 0 7 7 0.64230357696423 Inf 955 51 "+" "clu_2127" "clu_2149" 43793404 43797421 0 0 0 0 "novel annotated pair" "RRP1" "ENSG00000142168.14" "ENST00000497547.1" 1 1 "basic|appris_principal_1|CCDS" 4 5 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 4 5 "main" "main" 0 0 0 0.732984293193717 0.732984293193717
"237" "chr21" 42413222 42416441 "+" 42413222 42416441 "clu_1861" "clu_1891" "chr21:42413222:42416441:+" 5 131 136 NA -Inf 147 5 "+" "clu_1861" "clu_1891" 42413222 42416441 0 0 0 0 "annotated" "UBASH3A" "ENSG00000166979.13" "ENST00000291535.11+ENST00000319294.11+ENST00000398367.1" 1 1 "basic|appris_principal_1|CCDS" 4 4 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 4 4 "main" "main" 0 0 100 89.1156462585034 -10.8843537414966
"238" "chr21" 43789695 43791349 "+" 43789695 43791349 "clu_2115" "clu_2142" "chr21:43789695:43791349:+" 0 8 8 0.520484795152048 Inf 947 52 "+" "clu_2115" "clu_2142" 43789762 43791349 -67 0 -67 0 "cryptic_fiveprime" "RRP1" "ENSG00000142168.14" "." NA 1 "basic|appris_principal_1|CCDS" 1 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_5_prime" "main" -67 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 1 1 "not_main_5_prime" "main" -67 0 0 0.844772967265047 0.844772967265047
"239" "chr21" 42893381 42903181 "+" 42893381 42903181 "clu_1969" "clu_1992" "chr21:42893381:42903181:+" 1 12 13 0.996360036399636 -0.0418471099355004 500 40 "+" "clu_1969" "clu_1992" 42893381 42903181 0 0 0 0 "novel annotated pair" "NDUFV3" "ENSG00000182362.14" "ENST00000354250.7" 0.5 1 "basic|appris_principal_1|CCDS" 1 2 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 -5682 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 1 2 "main" "not_main_3_prime" 0 -5682 2.5 2.4 -0.1
"240" "chr21" 24438443 24441794 "+" 24438443 24441794 "clu_187" "clu_192" "chr21:24438443:24441794:+" 2 31 33 NA 0.86903784702361 44 4 "+" "clu_187" "clu_192" 24438443 24441794 0 0 0 0 "annotated" "LINC01684" "ENSG00000160218.13" "ENST00000654158.1+ENST00000655505.1+ENST00000656088.1+ENST00000656842.1" 1 0 "" NA NA "" "" "" "" "" "" "" "" NA NA 0 "" "" NA NA "" "" NA NA 50 70.4545454545455 20.4545454545455
"241" "chr21" 24428904 24485622 "+" 24428904 24485622 "clu_184" "clu_196" "chr21:24428904:24485622:+" 1 5 6 NA -0.587786664902119 32 4 "+" "clu_184" "clu_196" 24428904 24485622 0 0 0 0 "novel annotated pair" "LINC01684" "ENSG00000142168.14" "ENST00000453784.2+ENST00000655505.1+ENST00000656088.1+ENST00000656842.1" 0.67 0 "" NA NA "" "" "" "" "" "" "" "" NA NA 0 "" "" NA NA "" "" NA NA 25 15.625 -9.375
"242" "chr21" 24444128 24485622 "+" 24444128 24485622 "clu_193" "clu_196" "chr21:24444128:24485622:+" 0 5 5 NA Inf 32 4 "+" "clu_193" "clu_196" 24444128 24485622 0 0 0 0 "annotated" "LINC01684" "ENSG00000155313.15" "ENST00000655505.1+ENST00000656842.1" 1 0 "" NA NA "" "" "" "" "" "" "" "" NA NA 0 "" "" NA NA "" "" NA NA 0 15.625 15.625
"243" "chr21" 24441353 24441794 "+" 24441353 24441794 "clu_189" "clu_192" "chr21:24441353:24441794:+" 0 5 5 NA Inf 44 4 "+" "clu_189" "clu_192" 24441353 24441794 0 0 0 0 "annotated" "LINC01684" "ENSG00000183486.13" "ENST00000453784.2+ENST00000655505.1+ENST00000656088.1" 1 0 "" NA NA "" "" "" "" "" "" "" "" NA NA 0 "" "" NA NA "" "" NA NA 0 11.3636363636364 11.3636363636364
"244" "chr21" 43686935 43690287 "+" 43686935 43690287 "clu_2077" "clu_2111" "chr21:43686935:43690287:+" 1 5 6 NA -0.182321556793955 17 3 "+" "clu_2077" "clu_2111" 43686935 43690287 0 0 0 0 "novel annotated pair" "RRP1B" "ENSG00000160185.15" "ENST00000340648.6" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 12 13 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 12 13 "main" "main" 0 0 33.3333333333333 29.4117647058824 -3.92156862745097
"245" "chr21" 24438433 24441794 "+" 24438433 24441794 "clu_186" "clu_192" "chr21:24438433:24441794:+" 2 8 10 NA -1.50407739677627 44 4 "+" "clu_186" "clu_192" 24438433 24441794 0 0 0 0 "annotated" "LINC01684" "ENSG00000160305.18" "ENST00000453784.2+ENST00000655294.1" 1 0 "" NA NA "" "" "" "" "" "" "" "" NA NA 0 "" "" NA NA "" "" NA NA 50 18.1818181818182 -31.8181818181818
"246" "chr21" 42897047 42908863 "+" 42897047 42908863 "clu_1972" "clu_1999" "chr21:42897047:42908863:+" 92 904 996 0.105268947310527 -0.42744401482694 1130 107 "+" "clu_1972" "clu_1999" 42897047 42908863 0 0 0 0 "annotated" "NDUFV3" "ENSG00000159140.20" "ENST00000340344.4+ENST00000354250.7" 1 1 "basic|appris_principal_1|CCDS" 2 2 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 2 2 "main" "main" 0 0 85.981308411215 80 -5.98130841121495
"247" "chr21" 42904276 42908863 "+" 42904276 42908863 "clu_1979" "clu_1999" "chr21:42904276:42908863:+" 15 209 224 0.216227837721623 0.330612591656334 1130 107 "+" "clu_1979" "clu_1999" 42904276 42908863 0 0 0 0 "annotated" "NDUFV3" "ENSG00000160209.19" "ENST00000354250.7" 1 1 "basic|appris_principal_1|CCDS" 2 2 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_5_prime" "main" 7229 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 2 2 "not_main_5_prime" "main" 7229 0 14.018691588785 18.4955752212389 4.47688363245389
"248" "chr21" 43789762 43791349 "+" 43789762 43791349 "clu_2117" "clu_2142" "chr21:43789762:43791349:+" 52 939 991 0.520484795152048 -Inf 947 52 "+" "clu_2117" "clu_2142" 43789762 43791349 0 0 0 0 "annotated" "RRP1" "ENSG00000166979.13" "ENST00000497547.1" 1 1 "basic|appris_principal_1|CCDS" 1 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 1 1 "main" "main" 0 0 100 99.155227032735 -0.844772967265044
"249" "chr21" 43798100 43799569 "+" 43798100 43799569 "clu_2140" "clu_2158" "chr21:43798100:43799569:+" 51 945 996 0.911030889691103 0.211309093667207 960 52 "+" "clu_2140" "clu_2158" 43798100 43799569 0 0 0 0 "annotated" "RRP1" "ENSG00000183527.11" "ENST00000497547.1" 1 1 "basic|appris_principal_1|CCDS" 8 8 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 8 8 "main" "main" 0 0 98.0769230769231 98.4375 0.360576923076934
"250" "chr21" 43104402 43107450 "-" 43107450 43104402 "clu_2050" "clu_2079" "chr21:43104402:43107450:-" 267 2640 2907 0.0997890021099789 0.617309104168441 2720 282 "-" "clu_2050" "clu_2079" 43104402 43107450 0 0 0 0 "annotated" "U2AF1" "ENSG00000159131.17" "ENST00000291552.8+ENST00000380276.6+ENST00000398137.5" 1 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "main" "main" 0 0 94.6808510638298 97.0588235294118 2.37797246558198
"251" "chr21" 43104402 43105785 "-" 43105785 43104402 "clu_2046" "clu_2079" "chr21:43104402:43105785:-" 1 9 10 0.967520324796752 -0.0694936028287003 2720 282 "-" "clu_2046" "clu_2079" 43104402 43104314 0 1471 -1471 0 "cryptic_fiveprime" "U2AF1" "ENSG00000280071.3" "." 0 1 "basic|appris_principal_3|CCDS" 1 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_5_prime" 0 1471 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 2 "not_main_5_prime" "main" -1471 0 0.354609929078014 0.330882352941176 -0.0237275761368377
"252" "chr21" 42876767 42879520 "-" 42879520 42876767 "clu_1962" "clu_1988" "chr21:42876767:42879520:-" 1 4 5 0.618123818761812 -1.2443240998495 712 52 "-" "clu_1962" "clu_1988" 42876767 42879406 0 114 -114 0 "cryptic_fiveprime" "WDR4" "ENSG00000157538.14" "." NA 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 12 12 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_5_prime" 0 114 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 1 1 "not_main_5_prime" "main" -114 0 1.92307692307692 0.561797752808989 -1.36127917026793
"253" "chr21" 42859722 42862281 "-" 42862281 42859722 "clu_1951" "clu_1981" "chr21:42859722:42862281:-" 51 715 766 0.789852101478985 0.155550260181682 751 54 "-" "clu_1951" "clu_1981" 42859722 42862281 0 0 0 0 "annotated" "WDR4" "ENSG00000160298.17" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 16 16 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 5 5 "main" "main" 0 0 94.4444444444444 95.2063914780293 0.761947033584846
"254" "chr21" 43105555 43105785 "-" 43105785 43105555 "clu_2046" "clu_2082" "chr21:43105555:43105785:-" 2 3 5 NA -1.10866262452161 53 13 "-" "clu_2046" "clu_2082" 43104402 43104314 1153 1471 -1471 -1153 "cryptic_unanchored" "U2AF1" "ENSG00000280071.3" "" 1 1 "basic|appris_principal_3|CCDS" 1 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "not_main_5_prime" 1153 1471 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 2 "not_main_5_prime" "not_main_3_prime" -1471 -1153 15.3846153846154 5.66037735849057 -9.72423802612482
"255" "chr21" 43100519 43104314 "-" 43104314 43100519 "clu_2041" "clu_2075" "chr21:43100519:43104314:-" 207 2025 2232 0.508984910150899 0.294690702606258 2076 214 "-" "clu_2041" "clu_2075" 43100519 43104314 0 0 0 0 "annotated" "U2AF1" "ENSG00000280071.3" "ENST00000291552.8+ENST00000398137.5+ENST00000459639.5" 0.75 1 "basic|appris_principal_3|CCDS" 2 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 2 2 "main" "main" 0 0 96.7289719626168 97.5433526011561 0.814380638539248
"256" "chr21" 42854626 42855681 "-" 42855681 42854626 "clu_1947" "clu_1979" "chr21:42854626:42855681:-" 54 768 822 0.706672933270667 -Inf 774 54 "-" "clu_1947" "clu_1979" 42854626 42855681 0 0 0 0 "annotated" "WDR4" "ENSG00000205581.11" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 18 18 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 7 7 "main" "main" 0 0 100 99.2248062015504 -0.775193798449607
"257" "chr21" 42863596 42873550 "-" 42873550 42863596 "clu_1954" "clu_1986" "chr21:42863596:42873550:-" 37 586 623 0.258237417625824 0.432909331018818 699 48 "-" "clu_1954" "clu_1986" 42863596 42873550 0 0 0 0 "annotated" "WDR4" "ENSG00000205758.12" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 14 14 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 3 3 "main" "main" 0 0 77.0833333333333 83.8340486409156 6.75071530758225
"258" "chr21" 42854626 42859661 "-" 42859661 42854626 "clu_1949" "clu_1979" "chr21:42854626:42859661:-" 0 6 6 0.706672933270667 Inf 774 54 "-" "clu_1949" "clu_1979" 42854626 42859661 0 0 0 0 "novel annotated pair" "WDR4" "ENSG00000159055.4" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 18 17 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 7 6 "main" "main" 0 0 0 0.775193798449612 0.775193798449612
"259" "chr21" 43774330 43774657 "-" 43774657 43774330 "clu_2108" "clu_2137" "chr21:43774330:43774657:-" 603 3928 4531 0.759592404075959 -0.24629506345292 3953 606 "-" "clu_2108" "clu_2137" 43774330 43774657 0 0 0 0 "annotated" "CSTB" "ENSG00000156239.12" "ENST00000291568.6" 1 1 "basic|appris_principal_1|CCDS" 2 2 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 2 2 "main" "main" 0 0 99.5049504950495 99.3675689349861 -0.137381560063417
"260" "chr21" 43095743 43101365 "-" 43101365 43095743 "clu_2039" "clu_2070" "chr21:43095743:43101365:-" 64 626 690 0.900780992190078 0.0183202384076288 2710 281 "-" "clu_2039" "clu_2070" 43095743 43101365 0 0 0 0 "annotated" "U2AF1" "ENSG00000159082.17" "ENST00000380276.6+ENST00000398137.5" 1 1 "basic|appris_principal_3|CCDS" 3 3 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_5_prime" 0 913 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 3 3 "not_main_5_prime" "main" -913 0 22.7758007117438 23.09963099631 0.323830284566196
"261" "chr21" 43774330 43774687 "-" 43774687 43774330 "clu_2109" "clu_2137" "chr21:43774330:43774687:-" 1 5 6 1 -0.26629803008843 3953 606 "-" "clu_2109" "clu_2137" 43774330 43774657 0 30 -30 0 "cryptic_fiveprime" "CSTB" "ENSG00000160201.11" "." NA 1 "basic|appris_principal_1|CCDS" 2 2 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_5_prime" 0 30 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 2 2 "not_main_5_prime" "main" -30 0 0.165016501650165 0.126486213002783 -0.0385302886473823
"262" "chr21" 42863596 42876701 "-" 42876701 42863596 "clu_1956" "clu_1986" "chr21:42863596:42876701:-" 1 8 9 0.782042179578204 -0.608550680377775 699 48 "-" "clu_1956" "clu_1986" 42863596 42876701 0 0 0 0 "novel annotated pair" "WDR4" "ENSG00000159216.18" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 14 13 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 3 2 "main" "main" 0 0 2.08333333333333 1.1444921316166 -0.938841201716738
"263" "chr21" 43094788 43095437 "-" 43095437 43094788 "clu_2031" "clu_2062" "chr21:43094788:43095437:-" 274 2671 2945 0.270117298827012 0.751023803226841 2694 279 "-" "clu_2031" "clu_2062" 43094788 43095437 0 0 0 0 "annotated" "U2AF1" "ENSG00000156261.13" "ENST00000291552.8+ENST00000380276.6+ENST00000398137.5+ENST00000459639.5" 1 1 "basic|appris_principal_3|CCDS" 5 5 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 5 5 "main" "main" 0 0 98.2078853046595 99.1462509279881 0.938365623328622
"264" "chr21" 43104402 43106727 "-" 43106727 43104402 "clu_2047" "clu_2079" "chr21:43104402:43106727:-" 0 15 15 0.18719812801872 Inf 2720 282 "-" "clu_2047" "clu_2079" 43104402 43107450 0 -723 723 0 "cryptic_fiveprime" "U2AF1" "ENSG00000160294.11" "." 0 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_5_prime" 0 -723 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "not_main_5_prime" "main" 723 0 0 0.551470588235294 0.551470588235294
"265" "chr21" 42863596 42873602 "-" 42873602 42863596 "clu_1955" "clu_1986" "chr21:42863596:42873602:-" 10 105 115 0.294007059929401 -0.397917902472781 699 48 "-" "clu_1955" "clu_1986" 42863596 42873550 0 52 -52 0 "cryptic_fiveprime" "WDR4" "ENSG00000180530.11" "." 0 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 14 14 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_5_prime" 0 52 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 3 3 "not_main_5_prime" "main" -52 0 20.8333333333333 15.0214592274678 -5.81187410586552
"266" "chr21" 25585754 25588834 "-" 25588834 25585754 "clu_203" "clu_208" "chr21:25585754:25588834:-" 138 1695 1833 0.531524684753153 0.397971134310756 1728 142 "-" "clu_203" "clu_208" 25585754 25588834 0 0 0 0 "annotated" "MRPL39" "ENSG00000205758.12" "ENST00000307301.11+ENST00000352957.8" 1 1 "basic|appris_principal_1|CCDS" 9 9 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 9 9 "main" "main" 0 0 97.1830985915493 98.0902777777778 0.90717918622849
"267" "chr21" 42876767 42879512 "-" 42879512 42876767 "clu_1961" "clu_1988" "chr21:42876767:42879512:-" 2 6 8 0.516054839451605 -1.54897994339699 712 52 "-" "clu_1961" "clu_1988" 42876767 42879406 0 106 -106 0 "cryptic_fiveprime" "WDR4" "." "." NA 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 12 12 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_5_prime" 0 106 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 1 1 "not_main_5_prime" "main" -106 0 3.84615384615385 0.842696629213483 -3.00345721694036
"268" "chr21" 42876767 42879406 "-" 42879406 42876767 "clu_1959" "clu_1988" "chr21:42876767:42879406:-" 48 698 746 0.157538424615754 1.42425512335911 712 52 "-" "clu_1959" "clu_1988" 42876767 42879406 0 0 0 0 "annotated" "WDR4" "ENSG00000205581.11" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 12 12 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 1 1 "main" "main" 0 0 92.3076923076923 98.0337078651685 5.72601555747623
"269" "chr21" 43105555 43107450 "-" 43107450 43105555 "clu_2050" "clu_2082" "chr21:43105555:43107450:-" 11 50 61 NA 1.10866262452161 53 13 "-" "clu_2050" "clu_2082" 43104402 43107450 1153 0 0 -1153 "cryptic_threeprime" "U2AF1" "ENSG00000160255.18" "." 0 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" 1153 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "main" "not_main_3_prime" 0 -1153 84.6153846153846 94.3396226415094 9.72423802612482
"270" "chr21" 43094788 43095693 "-" 43095693 43094788 "clu_2034" "clu_2062" "chr21:43094788:43095693:-" 5 23 28 0.270117298827012 -0.751023803226841 2694 279 "-" "clu_2034" "clu_2062" 43094788 43095693 0 0 0 0 "novel annotated pair" "U2AF1" "ENSG00000156239.12" "ENST00000291552.8+ENST00000380276.6+ENST00000398137.5+ENST00000459639.5" 1 1 "basic|appris_principal_3|CCDS" 5 4 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 5 4 "main" "main" 0 0 1.7921146953405 0.853749072011878 -0.938365623328623
"271" "chr21" 43774330 43776203 "-" 43776203 43774330 "clu_2112" "clu_2137" "chr21:43774330:43776203:-" 2 20 22 0.556514434855651 0.429001518497051 3953 606 "-" "clu_2112" "clu_2137" 43774330 43776203 0 0 0 0 "novel annotated pair" "CSTB" "ENSG00000275464.4" "ENST00000291568.6" 0.5 1 "basic|appris_principal_1|CCDS" 2 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 2 1 "main" "main" 0 0 0.33003300330033 0.505944852011131 0.175911848710801
"272" "chr21" 43095743 43100452 "-" 43100452 43095743 "clu_2038" "clu_2070" "chr21:43095743:43100452:-" 217 2084 2301 0.900780992190078 -0.0183202384076287 2710 281 "-" "clu_2038" "clu_2070" 43095743 43100452 0 0 0 0 "annotated" "U2AF1" "ENSG00000157554.19" "ENST00000291552.8+ENST00000398137.5+ENST00000459639.5" 1 1 "basic|appris_principal_3|CCDS" 3 3 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 3 3 "main" "main" 0 0 77.2241992882562 76.90036900369 -0.323830284566185
