"chr" "start" "end" "strand" "five_prime" "three_prime" "five_prime_ID" "three_prime_ID" "intron_junction" "obs.wt" "obs.mut" "total.reads.per.junction" "pvalue" "three.log.odds.ratio" "three.mut.cluster.cov" "three.wt.cluster.cov" "strand_1" "clusterID_5p" "clusterID_3p" "start_match" "end_match" "start_diff" "end_diff" "fivep_diff" "threep_diff" "verdict" "gene" "ensemblID" "transcripts" "constitutive.score" "numTags" "tags" "relStart" "relEnd" "relStartTag" "relEndTag" "relStartTagClass" "relEndTagClass" "relStartTagAlt" "relEndTagAlt" "startClass" "endClass" "startDistance" "endDistance" "numTags_skipping" "tags_skipping" "curTag_skipping" "relStartExon_skipping" "relEndExon_skipping" "fivep_class" "threep_class" "fivep_distance" "threep_distance" "wt.psi" "mut.psi" "dPSI"
"238" "chr21" 42897047 42908863 "+" 42897047 42908863 "clu_1972" "clu_1999" "chr21:42897047:42908863:+" 92 904 996 0.256977430225698 -0.199865866444864 1396 133 "+" "clu_1972" "clu_1999" 42897047 42908863 0 0 0 0 "annotated" "NDUFV3" "ENSG00000159140.20" "ENST00000340344.4+ENST00000354250.7" 1 1 "basic|appris_principal_1|CCDS" 2 2 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 2 2 "main" "main" 0 0 69.1729323308271 64.756446991404 -4.41648533942305
"239" "chr21" 42897047 42903410 "+" 42897047 42903410 "clu_1972" "clu_1994" "chr21:42897047:42903410:+" 2 4 6 0.504884951150488 -1.67015233713327 1396 133 "+" "clu_1972" "clu_1994" 42897047 42903181 0 229 0 229 "cryptic_threeprime" "NDUFV3" "ENSG00000159140.20" "." 0 1 "basic|appris_principal_1|CCDS" 2 2 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 -5453 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 2 2 "main" "not_main_3_prime" 0 -5453 1.50375939849624 0.286532951289398 -1.21722644720684
"240" "chr21" 43798100 43798223 "+" 43798100 43798223 "clu_2140" "clu_2157" "chr21:43798100:43798223:+" 0 5 5 0.590364096359036 Inf 950 51 "+" "clu_2140" "clu_2157" 43798100 43797906 0 317 0 317 "cryptic_threeprime" "RRP1" "ENSG00000183527.11" "." 0 1 "basic|appris_principal_1|CCDS" 8 7 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 317 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 8 7 "main" "not_main_3_prime" 0 317 0 0.526315789473684 0.526315789473684
"241" "chr21" 43018230 43021302 "+" 43018230 43021302 "clu_2010" "clu_2030" "chr21:43018230:43021302:+" 10 104 114 0.672263277367226 0.395895657092014 111 11 "+" "clu_2010" "clu_2030" 43018230 43021302 0 0 0 0 "annotated" "PKNOX1" "ENSG00000185437.13" "ENST00000291547.9+ENST00000432907.6" 1 1 "basic|appris_principal_1|CCDS" 7 7 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 7 7 "main" "main" 0 0 90.9090909090909 93.6936936936937 2.78460278460278
"242" "chr21" 43798100 43799569 "+" 43798100 43799569 "clu_2140" "clu_2158" "chr21:43798100:43799569:+" 51 945 996 0.590364096359036 -Inf 950 51 "+" "clu_2140" "clu_2158" 43798100 43799569 0 0 0 0 "annotated" "RRP1" "ENSG00000183527.11" "ENST00000497547.1" 1 1 "basic|appris_principal_1|CCDS" 8 8 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 8 8 "main" "main" 0 0 100 99.4736842105263 -0.526315789473685
"243" "chr21" 25592901 25593892 "-" 25593892 25592901 "clu_207" "clu_214" "chr21:25592901:25593892:-" 0 9 9 0.369416305836942 Inf 1759 146 "-" "clu_207" "clu_214" 25592965 25593892 -64 0 0 64 "cryptic_threeprime" "MRPL39" "ENSG00000241837.7" "." 0 1 "basic|appris_principal_1|CCDS" 7 7 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" -64 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 7 7 "main" "not_main_3_prime" 0 64 0 0.511654349061967 0.511654349061967
"244" "chr21" 43104402 43107450 "-" 43107450 43104402 "clu_2050" "clu_2079" "chr21:43104402:43107450:-" 267 2640 2907 0.095849041509585 0.745361031028338 2701 280 "-" "clu_2050" "clu_2079" 43104402 43107450 0 0 0 0 "annotated" "U2AF1" "ENSG00000159131.17" "ENST00000291552.8+ENST00000380276.6+ENST00000398137.5" 1 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "main" "main" 0 0 95.3571428571429 97.741577193632 2.38443433648914
"245" "chr21" 43104402 43105785 "-" 43105785 43104402 "clu_2046" "clu_2079" "chr21:43104402:43105785:-" 1 9 10 NA 1.79175946922805 12 3 "-" "clu_2046" "clu_2079" 43104402 43104314 0 1471 -1471 0 "cryptic_fiveprime" "U2AF1" "ENSG00000280071.3" "." 0 1 "basic|appris_principal_3|CCDS" 1 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_5_prime" 0 1471 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 2 "not_main_5_prime" "main" -1471 0 33.3333333333333 75 41.6666666666667
"246" "chr21" 43101432 43104314 "-" 43104314 43101432 "clu_2041" "clu_2078" "chr21:43101432:43104314:-" 71 680 751 0.889921100788992 -0.0188400712056781 2710 279 "-" "clu_2041" "clu_2078" 43101432 43104314 0 0 0 0 "annotated" "U2AF1" "ENSG00000159079.19" "ENST00000380276.6+ENST00000398137.5" 0.5 1 "basic|appris_principal_3|CCDS" 2 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" 913 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 2 2 "main" "not_main_3_prime" 0 -913 25.4480286738351 25.0922509225092 -0.355777751325903
"247" "chr21" 42855780 42859661 "-" 42859661 42855780 "clu_1949" "clu_1980" "chr21:42855780:42859661:-" 55 760 815 0.706672933270667 -Inf 766 55 "-" "clu_1949" "clu_1980" 42855780 42859661 0 0 0 0 "annotated" "WDR4" "ENSG00000159055.4" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 17 17 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 6 6 "main" "main" 0 0 100 99.2167101827676 -0.783289817232387
"248" "chr21" 43774759 43776203 "-" 43776203 43774759 "clu_2112" "clu_2140" "chr21:43774759:43776203:-" 611 3948 4559 0.541884581154188 -0.436717651612269 3968 613 "-" "clu_2112" "clu_2140" 43774759 43776203 0 0 0 0 "annotated" "CSTB" "ENSG00000185917.13" "ENST00000291568.6+ENST00000640406.1" 1 1 "basic|appris_principal_1|CCDS" 1 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 1 1 "main" "main" 0 0 99.673735725938 99.4959677419355 -0.177767984002514
"249" "chr21" 43105555 43105785 "-" 43105785 43105555 "clu_2046" "clu_2082" "chr21:43105555:43105785:-" 2 3 5 NA -1.79175946922805 12 3 "-" "clu_2046" "clu_2082" 43104402 43104314 1153 1471 -1471 -1153 "cryptic_unanchored" "U2AF1" "ENSG00000280071.3" "" 1 1 "basic|appris_principal_3|CCDS" 1 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "not_main_5_prime" 1153 1471 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 2 "not_main_5_prime" "not_main_3_prime" -1471 -1153 66.6666666666667 25 -41.6666666666667
"250" "chr21" 43100519 43104314 "-" 43104314 43100519 "clu_2041" "clu_2075" "chr21:43100519:43104314:-" 207 2025 2232 0.841441585584144 0.0278534670291005 2710 279 "-" "clu_2041" "clu_2075" 43100519 43104314 0 0 0 0 "annotated" "U2AF1" "ENSG00000280071.3" "ENST00000291552.8+ENST00000398137.5+ENST00000459639.5" 0.75 1 "basic|appris_principal_3|CCDS" 2 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 2 2 "main" "main" 0 0 74.1935483870968 74.7232472324723 0.529698845375549
"251" "chr21" 42863596 42873550 "-" 42873550 42863596 "clu_1954" "clu_1986" "chr21:42863596:42873550:-" 37 586 623 0.64170358296417 0.277495227144788 622 40 "-" "clu_1954" "clu_1986" 42863596 42873550 0 0 0 0 "annotated" "WDR4" "ENSG00000205758.12" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 14 14 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 3 3 "main" "main" 0 0 92.5 94.2122186495177 1.71221864951768
"252" "chr21" 42854626 42859661 "-" 42859661 42854626 "clu_1949" "clu_1979" "chr21:42854626:42859661:-" 0 6 6 0.706672933270667 Inf 766 55 "-" "clu_1949" "clu_1979" 42854626 42859661 0 0 0 0 "novel annotated pair" "WDR4" "ENSG00000159055.4" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 18 17 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 7 6 "main" "main" 0 0 0 0.783289817232376 0.783289817232376
"253" "chr21" 43105845 43107450 "-" 43107450 43105845 "clu_2050" "clu_2083" "chr21:43105845:43107450:-" 2 11 13 0.443585564144359 -0.564927266666823 2701 280 "-" "clu_2050" "clu_2083" 43104402 43107450 1443 0 0 -1443 "cryptic_threeprime" "U2AF1" "ENSG00000159131.17" "." 0 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" 1443 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "main" "not_main_3_prime" 0 -1443 0.714285714285714 0.407256571640133 -0.307029142645581
"254" "chr21" 43095743 43101365 "-" 43101365 43095743 "clu_2039" "clu_2070" "chr21:43095743:43101365:-" 64 626 690 0.541364586354137 0.294551804071414 677 71 "-" "clu_2039" "clu_2070" 43095743 43101365 0 0 0 0 "annotated" "U2AF1" "ENSG00000159082.17" "ENST00000380276.6+ENST00000398137.5" 1 1 "basic|appris_principal_3|CCDS" 3 3 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_5_prime" 0 913 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 3 3 "not_main_5_prime" "main" -913 0 90.1408450704225 92.466765140325 2.32592006990241
"255" "chr21" 42863596 42876701 "-" 42876701 42863596 "clu_1956" "clu_1986" "chr21:42863596:42876701:-" 1 8 9 0.846081539184608 -0.549953877023686 729 53 "-" "clu_1956" "clu_1986" 42863596 42876701 0 0 0 0 "novel annotated pair" "WDR4" "ENSG00000159216.18" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 14 13 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 3 2 "main" "main" 0 0 1.88679245283019 1.09739368998628 -0.789398762843906
"256" "chr21" 25592965 25593892 "-" 25593892 25592965 "clu_207" "clu_218" "chr21:25592965:25593892:-" 145 1745 1890 0.998210017899821 -0.151281237399305 1759 146 "-" "clu_207" "clu_218" 25592965 25593892 0 0 0 0 "annotated" "MRPL39" "ENSG00000241837.7" "ENST00000307301.11+ENST00000352957.8" 1 1 "basic|appris_principal_1|CCDS" 7 7 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 7 7 "main" "main" 0 0 99.3150684931507 99.2040932347925 -0.110975258358181
"257" "chr21" 25592920 25593892 "-" 25593892 25592920 "clu_207" "clu_216" "chr21:25592920:25593892:-" 1 5 6 0.661923380766192 -0.883482518077453 1759 146 "-" "clu_207" "clu_216" 25592965 25593892 -45 0 0 45 "cryptic_threeprime" "MRPL39" "ENSG00000241837.7" "." 0 1 "basic|appris_principal_1|CCDS" 7 7 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" -45 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 7 7 "main" "not_main_3_prime" 0 45 0.684931506849315 0.284252416145537 -0.400679090703778
"258" "chr21" 25597411 25599798 "-" 25599798 25597411 "clu_212" "clu_227" "chr21:25597411:25599798:-" 6 78 84 0.808531914680853 0.0951441725549604 1721 145 "-" "clu_212" "clu_227" 25597414 25599798 -3 0 0 3 "cryptic_threeprime" "MRPL39" "ENSG00000156261.13" "." 0 1 "basic|appris_principal_1|CCDS" 5 5 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" -3 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 5 5 "main" "not_main_3_prime" 0 3 4.13793103448276 4.53224869262057 0.394317658137811
"259" "chr21" 25597414 25599794 "-" 25599794 25597414 "clu_211" "clu_228" "chr21:25597414:25599794:-" 2 26 28 NA -Inf 42 2 "-" "clu_211" "clu_228" 25597414 25599798 0 -4 4 0 "cryptic_fiveprime" "MRPL39" "." "." 0 1 "basic|appris_principal_1|CCDS" 5 5 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_5_prime" 0 -4 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 5 5 "not_main_5_prime" "main" 4 0 100 61.9047619047619 -38.0952380952381
"260" "chr21" 25597411 25599794 "-" 25599794 25597411 "clu_211" "clu_227" "chr21:25597411:25599794:-" 0 16 16 NA Inf 42 2 "-" "clu_211" "clu_227" 25597414 25599798 -3 -4 4 3 "cryptic_unanchored" "MRPL39" "." "" 1 1 "basic|appris_principal_1|CCDS" 5 5 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "not_main_5_prime" -3 -4 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 5 5 "not_main_5_prime" "not_main_3_prime" 4 3 0 38.0952380952381 38.0952380952381
"261" "chr21" 43100540 43104314 "-" 43104314 43100540 "clu_2041" "clu_2076" "chr21:43100540:43104314:-" 1 5 6 0.681713182868171 -0.665798165155845 2710 279 "-" "clu_2041" "clu_2076" 43100519 43104314 21 0 0 -21 "cryptic_threeprime" "U2AF1" "ENSG00000160294.11" "." 0 1 "basic|appris_principal_3|CCDS" 2 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" 21 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 2 2 "main" "not_main_3_prime" 0 -21 0.3584229390681 0.18450184501845 -0.17392109404965
"262" "chr21" 25597414 25599798 "-" 25599798 25597414 "clu_212" "clu_228" "chr21:25597414:25599798:-" 139 1643 1782 0.808531914680853 -0.0951441725549604 1721 145 "-" "clu_212" "clu_228" 25597414 25599798 0 0 0 0 "annotated" "MRPL39" "ENSG00000159086.15" "ENST00000307301.11+ENST00000352957.8" 1 1 "basic|appris_principal_1|CCDS" 5 5 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 5 5 "main" "main" 0 0 95.8620689655172 95.4677513073794 -0.394317658137808
"263" "chr21" 43105555 43107450 "-" 43107450 43105555 "clu_2050" "clu_2082" "chr21:43105555:43107450:-" 11 50 61 0.102608973910261 -0.773853094057411 2701 280 "-" "clu_2050" "clu_2082" 43104402 43107450 1153 0 0 -1153 "cryptic_threeprime" "U2AF1" "ENSG00000160255.18" "." 0 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" 1153 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "main" "not_main_3_prime" 0 -1153 3.92857142857143 1.85116623472788 -2.07740519384355
"264" "chr21" 43094788 43095693 "-" 43095693 43094788 "clu_2034" "clu_2062" "chr21:43094788:43095693:-" 5 23 28 0.266677333226668 -0.755133653958504 2705 279 "-" "clu_2034" "clu_2062" 43094788 43095693 0 0 0 0 "novel annotated pair" "U2AF1" "ENSG00000156239.12" "ENST00000291552.8+ENST00000380276.6+ENST00000398137.5+ENST00000459639.5" 1 1 "basic|appris_principal_3|CCDS" 5 4 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 5 4 "main" "main" 0 0 1.7921146953405 0.850277264325323 -0.941837431015178
"265" "chr21" 43774330 43776203 "-" 43776203 43774330 "clu_2112" "clu_2137" "chr21:43774330:43776203:-" 2 20 22 0.541884581154188 0.436717651612269 3968 613 "-" "clu_2112" "clu_2137" 43774330 43776203 0 0 0 0 "novel annotated pair" "CSTB" "ENSG00000275464.4" "ENST00000291568.6" 0.5 1 "basic|appris_principal_1|CCDS" 2 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 2 1 "main" "main" 0 0 0.32626427406199 0.504032258064516 0.177767984002526
"266" "chr21" 43100519 43101365 "-" 43101365 43100519 "clu_2039" "clu_2075" "chr21:43100519:43101365:-" 7 51 58 0.541364586354137 -0.294551804071414 677 71 "-" "clu_2039" "clu_2075" 43100519 43101365 0 0 0 0 "annotated" "U2AF1" "ENSG00000275895.7" "ENST00000398137.5" 0.5 1 "basic|appris_principal_3|CCDS" 2 3 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_5_prime" 0 913 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 2 3 "not_main_5_prime" "main" -913 0 9.85915492957746 7.53323485967504 -2.32592006990243
"267" "chr21" 43095536 43095693 "-" 43095693 43095536 "clu_2034" "clu_2067" "chr21:43095536:43095693:-" 274 2682 2956 0.266677333226668 0.755133653958504 2705 279 "-" "clu_2034" "clu_2067" 43095536 43095693 0 0 0 0 "annotated" "U2AF1" "ENSG00000156239.12" "ENST00000291552.8+ENST00000380276.6+ENST00000398137.5+ENST00000459639.5" 1 1 "basic|appris_principal_3|CCDS" 4 4 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 4 4 "main" "main" 0 0 98.2078853046595 99.1497227356747 0.941837431015173
"268" "chr21" 42873691 42876701 "-" 42876701 42873691 "clu_1956" "clu_1987" "chr21:42873691:42876701:-" 52 721 773 0.846081539184608 0.549953877023686 729 53 "-" "clu_1956" "clu_1987" 42873691 42876701 0 0 0 0 "annotated" "WDR4" "ENSG00000205758.12" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 13 13 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 2 2 "main" "main" 0 0 98.1132075471698 98.9026063100137 0.789398762843916
"269" "chr21" 42859722 42873550 "-" 42873550 42859722 "clu_1954" "clu_1981" "chr21:42859722:42873550:-" 3 36 39 0.64170358296417 -0.277495227144788 622 40 "-" "clu_1954" "clu_1981" 42859722 42873550 0 0 0 0 "novel annotated pair" "WDR4" "ENSG00000205758.12" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 16 14 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 5 3 "main" "main" 0 0 7.5 5.78778135048232 -1.71221864951768
"270" "chr21" 43802387 43803511 "+" 43802387 43803511 "clu_2150" "clu_2167" "chr21:43802387:43803511:+" 48 901 949 0.356306436935631 1.67954127820508 908 50 "+" "clu_2150" "clu_2167" 43802387 43803511 0 0 0 0 "annotated" "RRP1" "ENSG00000182670.13" "ENST00000497547.1" 1 1 "basic|appris_principal_1|CCDS" 12 12 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 12 12 "main" "main" 0 0 96 99.2290748898678 3.22907488986785
"271" "chr21" 46229266 46240833 "+" 46229266 46240833 "clu_2686" "clu_2695" "chr21:46229266:46240833:+" 2 10 12 NA -1.09861228866811 25 3 "+" "clu_2686" "clu_2695" 46229266 46240833 0 0 0 0 "novel annotated pair" "MCM3AP-AS1" "ENSG00000182362.14" "ENST00000414659.5+ENST00000432735.5+ENST00000664725.1+ENST00000669476.1" 0.8 0 "" NA NA "" "" "" "" "" "" "" "" NA NA 0 "" "" NA NA "" "" NA NA 66.6666666666667 40 -26.6666666666667
"272" "chr21" 43800614 43800861 "+" 43800614 43800861 "clu_2145" "clu_2161" "chr21:43800614:43800861:+" 51 960 1011 0.252477475225248 1.1433481825095 972 53 "+" "clu_2145" "clu_2161" 43800614 43800861 0 0 0 0 "annotated" "RRP1" "ENSG00000160216.19" "ENST00000497547.1" 1 1 "basic|appris_principal_1|CCDS" 10 10 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 10 10 "main" "main" 0 0 96.2264150943396 98.7654320987654 2.5390170044258
"273" "chr21" 46236326 46240833 "+" 46236326 46240833 "clu_2690" "clu_2695" "chr21:46236326:46240833:+" 1 22 23 NA -Inf 28 1 "+" "clu_2690" "clu_2695" 46236326 46240833 0 0 0 0 "annotated" "MCM3AP-AS1" "ENSG00000160299.17" "ENST00000432735.5+ENST00000664725.1+ENST00000669476.1" 1 0 "" NA NA "" "" "" "" "" "" "" "" NA NA 0 "" "" NA NA "" "" NA NA 100 78.5714285714286 -21.4285714285714
"274" "chr21" 46229266 46236223 "+" 46229266 46236223 "clu_2686" "clu_2689" "chr21:46229266:46236223:+" 1 15 16 NA 1.09861228866811 25 3 "+" "clu_2686" "clu_2689" 46229266 46236223 0 0 0 0 "annotated" "MCM3AP-AS1" "ENSG00000159256.13" "ENST00000432735.5+ENST00000664725.1+ENST00000669476.1" 0.6 0 "" NA NA "" "" "" "" "" "" "" "" NA NA 0 "" "" NA NA "" "" NA NA 33.3333333333333 60 26.6666666666667
"275" "chr21" 46236326 46240836 "+" 46236326 46240836 "clu_2690" "clu_2696" "chr21:46236326:46240836:+" 0 6 6 NA Inf 28 1 "+" "clu_2690" "clu_2696" 46236326 46240836 0 0 0 0 "novel annotated pair" "MCM3AP-AS1" "ENSG00000182871.16" "." 0 0 "" NA NA "" "" "" "" "" "" "" "" NA NA 0 "" "" NA NA "" "" NA NA 0 21.4285714285714 21.4285714285714
"276" "chr21" 43800614 43802273 "+" 43800614 43802273 "clu_2145" "clu_2163" "chr21:43800614:43802273:+" 2 12 14 0.252477475225248 -1.1433481825095 972 53 "+" "clu_2145" "clu_2163" 43800614 43802273 0 0 0 0 "novel annotated pair" "RRP1" "ENSG00000197381.16" "ENST00000497547.1" 1 1 "basic|appris_principal_1|CCDS" 10 11 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 10 11 "main" "main" 0 0 3.77358490566038 1.23456790123457 -2.53901700442581
"277" "chr21" 44967181 44973196 "+" 44967181 44973196 "clu_2470" "clu_2484" "chr21:44967181:44973196:+" 5 39 44 NA 0.513678692748397 53 8 "+" "clu_2470" "clu_2484" 44967181 44973196 0 0 0 0 "annotated" "FAM207A" "ENSG00000154719.13" "ENST00000291634.11+ENST00000397826.7" 1 1 "basic|appris_principal_1|CCDS" 4 4 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 4 4 "main" "main" 0 0 62.5 73.5849056603774 11.0849056603774
"278" "chr21" 43802387 43803517 "+" 43802387 43803517 "clu_2150" "clu_2168" "chr21:43802387:43803517:+" 2 7 9 0.356306436935631 -1.67954127820508 908 50 "+" "clu_2150" "clu_2168" 43802387 43803511 0 6 0 6 "cryptic_threeprime" "RRP1" "ENSG00000159140.20" "." 0 1 "basic|appris_principal_1|CCDS" 12 12 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 6 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 12 12 "main" "not_main_3_prime" 0 6 4 0.770925110132159 -3.22907488986784
